EpochTime,3.feed_26.PM25B_UG_M3..3.feed_26.PM25T_UG_M3..3.feed_59665.PM25_640_UG_M3
1479051000,7.0
1479054600,8.0
1479058200,7.0
1479061800,8.0
1479065400,6.0
1479069000,7.0
1479072600,6.0
1479076200,18.0
1479079800,13.0
1479083400,18.0
1479087000,20.0
1479090600,19.0
1479094200,20.0
1479097800,19.0
1479101400,19.0
1479105000,23.0
1479108600,19.0
1479112200,19.0
1479115800,23.0
1479119400,21.0
1479123000,25.0
1479126600,25.0
1479130200,32.0
1479133800,36.0
1479137400,18.0
1479141000,12.0
1479144600,9.0
1479148200,7.0
1479151800,7.0
1479155400,10.0
1479159000,10.0
1479162600,8.0
1479166200,36.0
1479169800,24.0
1479173400,19.0
1479177000,15.0
1479180600,12.0
1479184200,13.0
1479187800,17.0
1479191400,19.0
1479195000,18.0
1479198600,15.0
1479202200,13.0
1479205800,17.0
1479209400,16.0
1479213000,23.0
1479216600,21.0
1479220200,30.0
1479223800,36.0
1479227400,33.0
1479231000,20.0
1479234600,16.0
1479238200,15.0
1479241800,12.0
1479245400,12.0
1479249000,17.0
1479252600,18.0
1479256200,22.0
1479259800,24.0
1479263400,20.0
1479267000,18.0
1479270600,22.0
1479274200,21.0
1479277800,18.0
1479281400,19.0
1479285000,24.0
1479288600,27.0
1479292200,23.0
1479295800,23.0
1479299400,26.0
1479303000,38.0
1479306600,22.0
1479310200,22.0
1479313800,22.0
1479317400,20.0
1479321000,23.0
1479324600,14.0
1479328200,19.0
1479331800,14.0
1479335400,20.0
1479339000,18.0
1479342600,18.0
1479346200,22.0
1479349800,25.0
1479353400,20.0
1479357000,24.0
1479360600,27.0
1479364200,27.0
1479367800,25.0
1479371400,25.0
1479375000,14.0
1479378600,21.0
1479382200,24.0
1479385800,24.0
1479389400,33.0
1479393000,31.0
1479396600,35.0
1479400200,39.0
1479403800,37.0
1479407400,23.0
1479411000,14.0
1479414600,19.0
1479418200,18.0
1479421800,24.0
1479425400,23.0
1479429000,21.0
1479432600,24.0
1479436200,22.0
1479439800,16.0
1479443400,21.0
1479447000,18.0
1479450600,19.0
1479454200,18.0
1479457800,20.0
1479461400,18.0
1479465000,20.0
1479468600,17.0
1479472200,22.0
1479475800,36.0
1479479400,36.0
1479483000,35.0
1479486600,32.0
1479497400,11.0
1479501000,12.0
1479504600,10.0
1479508200,13.0
1479511800,19.0
1479515400,19.0
1479519000,32.0
1479522600,25.0
1479526200,22.0
1479529800,22.0
1479533400,28.0
1479537000,25.0
1479540600,22.0
1479544200,20.0
1479547800,16.0
1479551400,17.0
1479555000,15.0
1479558600,10.0
1479562200,18.0
1479565800,12.0
1479569400,7.0
1479573000,4.0
1479576600,3.0
1479580200,4.0
1479583800,5.0
1479587400,3.0
1479591000,5.0
1479594600,5.0
1479598200,3.0
1479601800,3.0
1479605400,7.0
1479609000,5.0
1479612600,4.0
1479616200,6.0
1479619800,2.0
1479623400,0.0
1479627000,2.0
1479630600,4.0
1479634200,3.0
1479637800,2.0
1479641400,3.0
1479645000,3.0
1479648600,3.0
1479652200,3.0
1479655800,2.0
1479659400,4.0
1479663000,7.0
1479666600,5.0
1479670200,2.0
1479673800,6.0
1479677400,5.0
1479681000,2.0
1479684600,2.0
1479688200,5.0
1479691800,5.0
1479695400,7.0
1479699000,7.0
1479702600,7.0
1479709800,3.0
1479713400,5.0
1479717000,4.0
1479720600,5.0
1479724200,4.0
1479727800,3.0
1479731400,4.0
1479735000,4.0
1479738600,5.0
1479742200,3.0
1479745800,1.0
1479749400,3.0
1479753000,3.0
1479756600,5.0
1479760200,7.0
1479763800,7.0
1479767400,6.0
1479771000,3.0
1479774600,2.0
1479778200,7.0
1479781800,7.0
1479785400,10.0
1479789000,7.0
1479796200,4.0
1479799800,9.0
1479803400,7.0
1479807000,6.0
1479810600,12.0
1479814200,10.0
1479817800,13.0
1479821400,10.0
1479825000,7.0
1479828600,7.0
1479832200,9.0
1479835800,6.0
1479839400,8.0
1479843000,8.0
1479846600,7.0
1479850200,7.0
1479853800,6.0
1479857400,9.0
1479861000,13.0
1479864600,17.0
1479868200,18.0
1479871800,17.0
1479875400,17.0
1479882600,15.0
1479886200,17.0
1479889800,16.0
1479893400,19.0
1479897000,15.0
1479900600,10.0
1479904200,18.0
1479907800,18.0
1479918600,8.0
1479922200,9.0
1479925800,14.0
1479929400,12.0
1479933000,9.0
1479936600,12.0
1479940200,17.0
1479943800,13.0
1479947400,14.0
1479951000,10.0
1479954600,16.0
1479958200,14.0
1479961800,16.0
1479965400,16.0
1479969000,17.0
1479972600,17.0
1479976200,15.0
1479979800,17.0
1479983400,20.0
1479987000,16.0
1479990600,27.0
1479994200,27.0
1479997800,24.0
1480001400,21.0
1480005000,17.0
1480008600,15.0
1480012200,14.0
1480015800,11.0
1480019400,8.0
1480023000,9.0
1480026600,9.0
1480030200,8.0
1480033800,7.0
1480037400,5.0
1480041000,3.0
1480044600,0.0
1480048200,5.0
1480051800,6.0
1480055400,4.0
1480059000,6.0
1480062600,6.0
1480066200,8.0
1480069800,6.0
1480073400,6.0
1480077000,8.0
1480080600,7.0
1480084200,9.0
1480087800,8.0
1480091400,6.0
1480095000,3.0
1480098600,4.0
1480102200,4.0
1480105800,6.0
1480109400,9.0
1480113000,8.0
1480116600,6.0
1480120200,8.0
1480123800,10.0
1480127400,9.0
1480131000,7.0
1480134600,7.0
1480138200,9.0
1480141800,10.0
1480145400,9.0
1480149000,8.0
1480152600,6.0
1480156200,12.0
1480159800,9.0
1480163400,7.0
1480167000,8.0
1480170600,18.0
1480174200,11.0
1480177800,15.0
1480181400,9.0
1480185000,10.0
1480188600,6.0
1480192200,8.0
1480195800,7.0
1480199400,8.0
1480203000,9.0
1480206600,9.0
1480210200,7.0
1480213800,5.0
1480217400,6.0
1480221000,6.0
1480224600,9.0
1480228200,9.0
1480231800,9.0
1480235400,7.0
1480239000,5.0
1480242600,3.0
1480246200,6.0
1480249800,10.0
1480253400,9.0
1480257000,13.0
1480260600,11.0
1480264200,7.0
1480267800,7.0
1480271400,6.0
1480275000,7.0
1480278600,10.0
1480282200,9.0
1480285800,15.0
1480289400,11.0
1480293000,14.0
1480296600,16.0
1480300200,20.0
1480303800,21.0
1480307400,17.0
1480311000,19.0
1480314600,18.0
1480318200,19.0
1480321800,19.0
1480325400,22.0
1480329000,14.0
1480332600,18.0
1480336200,14.0
1480339800,19.0
1480343400,17.0
1480347000,20.0
1480350600,16.0
1480354200,18.0
1480357800,18.0
1480361400,24.0
1480365000,22.0
1480368600,19.0
1480372200,15.0
1480375800,16.0
1480379400,11.0
1480383000,18.0
1480386600,11.0
1480390200,11.0
1480393800,15.0
1480397400,12.0
1480401000,13.0
1480404600,14.0
1480408200,11.0
1480411800,13.0
1480415400,13.0
1480419000,16.0
1480422600,12.0
1480426200,13.0
1480429800,22.0
1480433400,19.0
1480437000,6.0
1480440600,4.0
1480444200,6.0
1480447800,6.0
1480451400,6.0
1480455000,6.0
1480458600,10.0
1480462200,9.0
1480465800,10.0
1480469400,15.0
1480473000,12.0
1480476600,10.0
1480480200,7.0
1480483800,10.0
1480487400,13.0
1480491000,12.0
1480494600,12.0
1480498200,14.0
1480501800,21.0
1480505400,14.0
1480509000,16.0
1480512600,10.0
1480516200,5.0
1480519800,11.0
1480523400,6.0
1480527000,5.0
1480530600,4.0
1480534200,4.0
1480537800,5.0
1480541400,4.0
1480545000,6.0
1480548600,4.0
1480552200,5.0
1480555800,5.0
1480559400,3.0
1480563000,3.0
1480566600,3.0
1480570200,3.0
1480573800,5.0
1480577400,7.0
1480581000,7.0
1480584600,6.0
1480588200,3.0
1480591800,5.0
1480595400,4.0
1480599000,8.0
1480602600,6.0
1480606200,4.0
1480609800,2.0
1480613400,1.0
1480617000,3.0
1480620600,2.0
1480624200,2.0
1480627800,1.0
1480631400,5.0
1480635000,4.0
1480638600,5.0
1480642200,6.0
1480645800,7.0
1480649400,5.0
1480653000,3.0
1480656600,3.0
1480660200,9.0
1480663800,5.0
1480667400,1.0
1480671000,3.0
1480674600,5.0
1480678200,7.0
1480681800,6.0
1480685400,7.0
1480689000,5.0
1480692600,5.0
1480696200,5.0
1480699800,4.0
1480703400,7.0
1480707000,4.0
1480710600,5.0
1480714200,4.0
1480717800,5.0
1480721400,4.0
1480725000,3.0
1480728600,4.0
1480732200,3.0
1480735800,4.0
1480739400,6.0
1480743000,6.0
1480746600,5.0
1480750200,5.0
1480753800,4.0
1480757400,3.0
1480761000,4.0
1480764600,6.0
1480768200,5.0
1480771800,7.0
1480775400,7.0
1480779000,4.0
1480782600,7.0
1480786200,9.0
1480789800,7.0
1480793400,7.0
1480797000,9.0
1480800600,10.0
1480804200,7.0
1480807800,7.0
1480811400,9.0
1480815000,10.0
1480818600,7.0
1480822200,3.0
1480825800,4.0
1480829400,5.0
1480833000,4.0
1480836600,3.0
1480840200,6.0
1480843800,7.0
1480847400,7.0
1480851000,7.0
1480854600,11.0
1480858200,9.0
1480861800,10.0
1480865400,13.0
1480869000,13.0
1480872600,10.0
1480876200,8.0
1480879800,7.0
1480883400,8.0
1480887000,7.0
1480890600,9.0
1480894200,8.0
1480897800,5.0
1480901400,7.0
1480905000,7.0
1480908600,8.0
1480912200,8.0
1480915800,8.0
1480919400,5.0
1480923000,7.0
1480926600,7.0
1480930200,3.0
1480933800,2.0
1480937400,3.0
1480941000,4.0
1480944600,10.0
1480948200,6.0
1480951800,8.0
1480955400,6.0
1480959000,10.0
1480962600,7.0
1480966200,6.0
1480969800,9.0
1480973400,6.0
1480977000,5.0
1480980600,12.0
1480984200,10.0
1480987800,12.0
1480991400,15.0
1480995000,11.0
1480998600,16.0
1481002200,17.0
1481005800,12.0
1481009400,10.0
1481013000,10.0
1481016600,8.0
1481020200,7.0
1481023800,7.0
1481027400,7.0
1481031000,6.0
1481034600,7.0
1481038200,8.0
1481041800,6.0
1481045400,5.0
1481049000,6.0
1481052600,4.0
1481056200,1.0
1481059800,2.0
1481063400,4.0
1481067000,3.0
1481070600,5.0
1481074200,8.0
1481077800,7.0
1481081400,6.0
1481085000,5.0
1481088600,5.0
1481092200,9.0
1481095800,11.0
1481099400,16.0
1481103000,19.0
1481106600,16.0
1481110200,18.0
1481113800,19.0
1481117400,19.0
1481121000,16.0
1481124600,17.0
1481128200,17.0
1481131800,15.0
1481135400,13.0
1481139000,11.0
1481142600,7.0
1481146200,6.0
1481149800,6.0
1481153400,6.0
1481157000,4.0
1481160600,5.0
1481164200,8.0
1481167800,6.0
1481171400,5.0
1481175000,4.0
1481178600,8.0
1481182200,8.0
1481185800,8.0
1481189400,6.0
1481193000,6.0
1481196600,12.0
1481200200,9.0
1481203800,10.0
1481207400,11.0
1481211000,9.0
1481214600,7.0
1481218200,7.0
1481221800,8.0
1481225400,8.0
1481229000,11.0
1481232600,7.0
1481236200,5.0
1481239800,2.0
1481243400,6.0
1481247000,5.0
1481250600,5.0
1481254200,6.0
1481257800,5.0
1481261400,5.0
1481265000,7.0
1481268600,11.0
1481272200,6.0
1481275800,8.0
1481279400,7.0
1481283000,6.0
1481286600,12.0
1481290200,10.0
1481293800,10.0
1481297400,10.0
1481301000,13.0
1481304600,11.0
1481308200,10.0
1481311800,10.0
1481315400,12.0
1481319000,9.0
1481322600,7.0
1481326200,7.0
1481329800,10.0
1481333400,8.0
1481337000,7.0
1481340600,8.0
1481344200,8.0
1481347800,10.0
1481351400,10.0
1481355000,13.0
1481358600,13.0
1481362200,10.0
1481365800,11.0
1481369400,9.0
1481373000,10.0
1481376600,13.0
1481380200,11.0
1481383800,8.0
1481387400,8.0
1481391000,7.0
1481394600,7.0
1481398200,8.0
1481401800,7.0
1481405400,8.0
1481409000,11.0
1481412600,11.0
1481416200,13.0
1481419800,12.0
1481423400,9.0
1481427000,10.0
1481430600,13.0
1481434200,9.0
1481437800,9.0
1481441400,12.0
1481445000,13.0
1481448600,13.0
1481452200,10.0
1481455800,15.0
1481459400,14.0
1481463000,18.0
1481466600,15.0
1481470200,13.0
1481473800,16.0
1481477400,15.0
1481481000,10.0
1481484600,11.0
1481488200,10.0
1481491800,11.0
1481495400,9.0
1481499000,12.0
1481502600,17.0
1481506200,9.0
1481509800,12.0
1481513400,11.0
1481517000,15.0
1481520600,10.0
1481524200,16.0
1481527800,16.0
1481531400,10.0
1481535000,6.0
1481538600,6.0
1481542200,7.0
1481545800,5.0
1481549400,6.0
1481553000,9.0
1481556600,7.0
1481560200,6.0
1481563800,5.0
1481567400,8.0
1481571000,6.0
1481574600,8.0
1481578200,8.0
1481581800,12.0
1481585400,12.0
1481589000,11.0
1481592600,10.0
1481596200,11.0
1481599800,15.0
1481603400,16.0
1481607000,17.0
1481610600,15.0
1481614200,18.0
1481617800,15.0
1481621400,17.0
1481625000,17.0
1481628600,18.0
1481632200,22.0
1481635800,24.0
1481639400,22.0
1481643000,20.0
1481646600,20.0
1481650200,21.0
1481653800,20.0
1481657400,23.0
1481661000,24.0
1481664600,18.0
1481668200,20.0
1481671800,14.0
1481675400,15.0
1481679000,14.0
1481682600,14.0
1481686200,12.0
1481689800,12.0
1481693400,11.0
1481697000,15.0
1481700600,17.0
1481704200,17.0
1481707800,17.0
1481711400,15.0
1481715000,14.0
1481718600,11.0
1481722200,15.0
1481725800,18.0
1481729400,12.0
1481733000,10.0
1481736600,11.0
1481740200,11.0
1481743800,11.0
1481747400,9.0
1481751000,10.0
1481754600,9.0
1481758200,12.0
1481761800,8.0
1481765400,9.0
1481769000,8.0
1481772600,7.0
1481776200,10.0
1481779800,16.0
1481783400,14.0
1481787000,13.0
1481790600,9.0
1481794200,6.0
1481797800,8.0
1481801400,7.0
1481805000,14.0
1481808600,12.0
1481812200,10.0
1481815800,9.0
1481819400,7.0
1481823000,4.0
1481826600,5.0
1481830200,9.0
1481833800,5.0
1481837400,4.0
1481841000,9.0
1481844600,9.0
1481848200,10.0
1481851800,7.0
1481855400,12.0
1481859000,12.0
1481862600,11.0
1481866200,11.0
1481869800,11.0
1481873400,11.0
1481877000,9.0
1481880600,10.0
1481884200,12.0
1481887800,15.0
1481891400,11.0
1481895000,14.0
1481898600,14.0
1481902200,14.0
1481905800,14.0
1481909400,10.0
1481913000,8.0
1481916600,14.0
1481920200,10.0
1481923800,14.0
1481927400,12.0
1481931000,9.0
1481934600,8.0
1481938200,8.0
1481941800,16.0
1481945400,12.0
1481949000,9.0
1481952600,8.0
1481956200,6.0
1481959800,14.0
1481963400,8.0
1481967000,7.0
1481970600,7.0
1481974200,7.0
1481977800,11.0
1481981400,11.0
1481985000,11.0
1481988600,11.0
1481992200,10.0
1481995800,16.0
1481999400,12.0
1482003000,15.0
1482006600,17.0
1482010200,14.0
1482013800,19.0
1482017400,21.0
1482021000,18.0
1482024600,16.0
1482028200,11.0
1482031800,6.0
1482035400,3.0
1482039000,5.0
1482042600,4.0
1482046200,1.0
1482049800,0.0
1482053400,0.0
1482057000,0.0
1482060600,3.0
1482064200,4.0
1482067800,7.0
1482071400,8.0
1482075000,8.0
1482078600,8.0
1482082200,9.0
1482085800,9.0
1482089400,9.0
1482093000,8.0
1482096600,7.0
1482100200,8.0
1482103800,7.0
1482107400,8.0
1482111000,6.0
1482114600,3.0
1482118200,1.0
1482121800,2.0
1482125400,5.0
1482129000,4.0
1482132600,3.0
1482136200,4.0
1482139800,3.0
1482143400,4.0
1482147000,11.0
1482150600,12.0
1482154200,11.0
1482157800,14.0
1482161400,11.0
1482165000,9.0
1482168600,11.0
1482172200,10.0
1482175800,15.0
1482179400,11.0
1482183000,12.0
1482186600,9.0
1482190200,9.0
1482193800,12.0
1482197400,20.0
1482201000,16.0
1482204600,16.0
1482208200,16.0
1482211800,19.0
1482215400,19.0
1482219000,20.0
1482222600,18.0
1482226200,21.0
1482229800,16.0
1482233400,16.0
1482237000,23.0
1482240600,24.0
1482244200,34.0
1482247800,37.0
1482251400,15.0
1482255000,15.0
1482258600,10.0
1482262200,8.0
1482265800,10.0
1482269400,9.0
1482273000,9.0
1482276600,9.0
1482280200,8.0
1482283800,8.0
1482287400,9.0
1482291000,12.0
1482294600,12.0
1482298200,11.0
1482301800,12.0
1482305400,9.0
1482309000,11.0
1482312600,17.0
1482316200,14.0
1482319800,13.0
1482323400,13.0
1482327000,17.0
1482330600,17.0
1482334200,17.0
1482337800,17.0
1482341400,17.0
1482345000,13.0
1482348600,16.0
1482352200,12.0
1482355800,10.0
1482359400,15.0
1482363000,15.0
1482366600,11.0
1482370200,15.0
1482373800,17.0
1482377400,17.0
1482381000,17.0
1482384600,9.0
1482388200,14.0
1482391800,10.0
1482395400,11.0
1482399000,8.0
1482402600,9.0
1482406200,9.0
1482409800,10.0
1482413400,18.0
1482417000,21.0
1482420600,21.0
1482424200,17.0
1482427800,19.0
1482431400,15.0
1482435000,18.0
1482438600,15.0
1482442200,17.0
1482445800,14.0
1482449400,12.0
1482453000,14.0
1482456600,12.0
1482460200,12.0
1482463800,9.0
1482467400,11.0
1482471000,10.0
1482474600,9.0
1482478200,11.0
1482481800,14.0
1482485400,13.0
1482489000,12.0
1482492600,17.0
1482496200,14.0
1482499800,16.0
1482503400,20.0
1482507000,13.0
1482510600,14.0
1482514200,17.0
1482517800,14.0
1482521400,20.0
1482525000,24.0
1482528600,16.0
1482532200,13.0
1482535800,16.0
1482539400,17.0
1482543000,15.0
1482546600,17.0
1482550200,22.0
1482553800,24.0
1482557400,19.0
1482561000,11.0
1482564600,7.0
1482568200,3.0
1482571800,1.0
1482575400,4.0
1482579000,4.0
1482582600,5.0
1482586200,5.0
1482589800,6.0
1482593400,7.0
1482597000,6.0
1482600600,5.0
1482604200,3.0
1482607800,1.0
1482611400,4.0
1482615000,5.0
1482618600,11.0
1482622200,11.0
1482625800,10.0
1482629400,14.0
1482633000,15.0
1482636600,15.0
1482647400,12.0
1482651000,15.0
1482654600,11.0
1482658200,11.0
1482661800,12.0
1482665400,11.0
1482669000,9.0
1482672600,10.0
1482676200,7.0
1482679800,7.0
1482683400,13.0
1482687000,9.0
1482690600,9.0
1482694200,13.0
1482697800,11.0
1482701400,11.0
1482705000,11.0
1482708600,12.0
1482712200,10.0
1482715800,10.0
1482719400,10.0
1482723000,11.0
1482726600,9.0
1482730200,13.0
1482733800,8.0
1482737400,13.0
1482741000,11.0
1482744600,10.0
1482748200,10.0
1482751800,10.0
1482755400,10.0
1482759000,8.0
1482762600,10.0
1482766200,9.0
1482769800,6.0
1482773400,6.0
1482777000,10.0
1482780600,6.0
1482784200,6.0
1482787800,10.0
1482791400,9.0
1482795000,7.0
1482798600,6.0
1482802200,4.0
1482805800,4.0
1482809400,2.0
1482813000,5.0
1482816600,6.0
1482820200,6.0
1482823800,4.0
1482827400,1.0
1482831000,2.0
1482834600,3.0
1482838200,4.0
1482841800,3.0
1482845400,3.0
1482849000,2.0
1482852600,1.0
1482856200,3.0
1482859800,3.0
1482870600,3.0
1482874200,4.0
1482877800,1.0
1482881400,5.0
1482885000,4.0
1482888600,5.0
1482892200,6.0
1482895800,5.0
1482899400,3.0
1482903000,7.0
1482906600,8.0
1482910200,6.0
1482913800,5.0
1482917400,8.0
1482921000,7.0
1482924600,7.0
1482928200,6.0
1482931800,9.0
1482935400,11.0
1482939000,8.0
1482942600,8.0
1482946200,6.0
1482949800,9.0
1482953400,8.0
1482957000,9.0
1482960600,8.0
1482964200,7.0
1482967800,7.0
1482971400,11.0
1482975000,14.0
1482978600,14.0
1482982200,12.0
1482985800,12.0
1482989400,14.0
1482993000,10.0
1482996600,11.0
1483000200,13.0
1483003800,9.0
1483007400,5.0
1483011000,5.0
1483014600,8.0
1483018200,9.0
1483021800,7.0
1483025400,7.0
1483029000,6.0
1483032600,7.0
1483036200,5.0
1483039800,4.0
1483043400,4.0
1483047000,3.0
1483050600,5.0
1483054200,6.0
1483057800,6.0
1483061400,5.0
1483065000,3.0
1483068600,3.0
1483072200,4.0
1483075800,4.0
1483079400,4.0
1483083000,6.0
1483086600,8.0
1483090200,7.0
1483093800,3.0
1483097400,2.0
1483101000,3.0
1483104600,2.0
1483108200,2.0
1483111800,6.0
1483115400,7.0
1483119000,5.0
1483122600,5.0
1483126200,4.0
1483129800,4.0
1483133400,4.0
1483137000,4.0
1483140600,2.0
1483144200,3.0
1483147800,4.0
1483151400,3.0
1483155000,5.0
1483158600,6.0
1483162200,5.0
1483165800,7.0
1483169400,7.0
1483173000,5.0
1483176600,8.0
1483180200,6.0
1483183800,3.0
1483187400,3.0
1483191000,2.0
1483194600,3.0
1483198200,5.0
1483201800,4.0
1483205400,3.0
1483209000,4.0
1483212600,3.0
1483216200,2.0
1483219800,4.0
1483223400,4.0
1483227000,5.0
1483230600,6.0
1483234200,5.0
1483237800,3.0
1483241400,6.0
1483245000,9.0
1483248600,7.0
1483252200,11.0
1483255800,8.0
1483259400,6.0
1483263000,9.0
1483266600,11.0
1483270200,13.0
1483273800,12.0
1483277400,12.0
1483281000,14.0
1483284600,14.0
1483288200,9.0
1483291800,8.0
1483295400,13.0
1483299000,9.0
1483302600,13.0
1483306200,12.0
1483309800,13.0
1483313400,14.0
1483317000,15.0
1483320600,18.0
1483324200,16.0
1483327800,13.0
1483331400,16.0
1483335000,16.0
1483338600,13.0
1483342200,17.0
1483345800,9.0
1483349400,15.0
1483353000,14.0
1483356600,12.0
1483360200,9.0
1483363800,7.0
1483367400,10.0
1483371000,8.0
1483374600,5.0
1483378200,7.0
1483381800,6.0
1483385400,6.0
1483389000,7.0
1483392600,5.0
1483396200,7.0
1483399800,4.0
1483403400,5.0
1483407000,7.0
1483410600,5.0
1483414200,4.0
1483417800,2.0
1483421400,2.0
1483425000,1.0
1483428600,3.0
1483432200,2.0
1483435800,2.0
1483439400,2.0
1483443000,0.0
1483446600,-1.0
1483450200,1.0
1483453800,2.0
1483457400,5.0
1483461000,5.0
1483464600,3.0
1483468200,1.0
1483471800,0.0
1483475400,5.0
1483479000,5.0
1483482600,8.0
1483486200,9.0
